1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1,2,3,4,32,141,0,5,1,0,36,0,0,1,2,0,1,0,0,1,0,0,39,0,0,0,0,8,0,0,1,1,0,0,0,2,0,1,0,6,0,12,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,167,101
1,0,5,0,32,98,27,5,1,0,25,136,0,1,2,0,0,0,0,1,0,0,138,0,1,388,0,1,0,0,0,1,0,238,0,2,0,2,0,14,0,2,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,170,0,0,0,772,102
1,1,4,2,0,141,0,1,1,0,43,26,0,1,2,0,0,0,0,1,0,0,300,0,1,241,0,7,0,0,0,1,0,0,0,1,0,2,0,18,0,10,1,0,0,0,113,3,0,2,0,11,2,0,0,0,0,653,0,0,0,543,103
1,1,1,3,34,56,0,6,0,0,23,42,0,1,2,0,0,0,0,1,0,0,23,0,19,87,0,2,0,0,0,1,0,1,0,1,0,2,0,12,0,4,4,0,0,0,0,3,0,2,0,18,2,0,0,0,0,400,0,0,0,712,104
1,1,4,2,19,108,0,28,1,0,58,25,0,0,2,0,0,0,0,1,0,0,50,0,5,230,0,7,0,0,0,1,0,285,0,1,0,2,0,18,0,1,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,213,0,0,0,652,105
1,0,0,0,12,87,17,6,1,0,9,36,0,1,3,0,0,0,0,2,0,0,23,0,20,47,0,1,0,0,0,1,0,192,0,0,0,2,0,16,0,4,1,0,0,0,161,1,0,2,0,5,2,0,0,0,0,320,0,0,1,805,106
1,0,0,0,33,89,23,6,1,0,14,209,0,1,2,0,0,5,0,2,0,0,23,0,0,13,0,1,0,0,0,1,0,136,0,1,0,2,0,14,0,14,1,0,0,0,166,3,0,2,0,9,2,0,0,0,0,0,0,0,0,788,107
1,2,3,4,32,89,11,1,1,0,36,0,0,1,2,0,1,0,0,1,0,0,25,0,0,0,0,8,0,0,1,1,0,0,0,1,0,1,0,6,0,4,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,601,0,0,0,682,108
1,2,3,4,32,1,7,5,1,0,36,0,0,1,1,0,1,0,0,2,0,0,343,0,0,0,0,8,0,0,1,1,0,0,0,1,0,2,0,1,0,13,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,581,0,0,0,290,109
1,2,3,4,19,141,0,7,1,0,36,0,0,1,1,0,1,0,0,0,3,0,255,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,454,0,0,0,160,110
1,1,4,2,32,91,0,6,1,0,42,35,0,1,2,0,0,0,0,2,0,0,23,0,17,224,0,7,0,0,0,1,0,263,0,1,0,1,0,18,0,14,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,562,0,0,0,329,111
1,1,4,2,19,141,0,3,1,0,14,27,0,0,2,0,0,0,0,0,0,0,252,0,0,212,0,7,0,0,0,1,0,13,0,1,0,2,0,18,0,14,1,0,0,0,34,3,0,2,0,11,2,0,0,0,0,0,0,0,0,639,112
1,1,2,1,32,141,0,3,0,0,18,93,0,0,4,0,0,0,0,1,0,0,187,0,0,132,0,6,0,0,0,1,0,284,0,2,0,2,0,10,0,11,1,0,0,0,107,3,0,2,0,13,1,0,0,0,0,449,0,0,0,301,113
1,1,4,2,32,22,4,18,1,0,60,28,0,0,2,0,0,0,0,1,0,0,16,0,1,195,0,7,0,0,0,1,0,198,0,1,0,2,0,18,0,13,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,187,0,0,0,342,114
1,0,0,0,19,98,0,5,1,0,25,138,0,0,2,0,0,0,0,1,0,0,234,0,1,328,0,1,0,0,0,1,0,177,0,1,0,2,0,14,0,8,1,0,0,0,69,3,0,2,0,10,2,0,0,0,0,179,0,0,0,4,115
1,1,2,1,34,109,25,6,0,0,21,0,0,1,4,0,0,0,0,2,0,0,23,0,0,0,0,6,0,0,0,1,0,0,0,1,0,2,0,10,0,12,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,466,0,0,0,259,116
1,0,0,0,32,141,0,4,1,0,11,179,0,1,2,0,0,0,0,2,0,0,227,0,14,173,0,1,0,0,0,1,0,252,0,1,0,2,0,14,0,1,1,0,0,0,156,3,0,2,0,11,2,0,0,0,0,634,0,0,0,218,117
1,1,1,3,32,45,0,64,0,0,48,47,0,0,4,0,0,0,0,1,0,0,54,0,12,143,0,2,0,0,0,1,0,168,0,1,0,2,0,0,0,6,1,0,0,0,137,3,0,2,0,12,2,0,0,0,0,587,0,0,0,379,118
1,1,4,2,34,87,25,6,1,0,60,28,0,1,2,0,0,0,0,1,0,0,23,0,1,195,3,7,0,0,0,1,0,198,0,1,0,1,0,18,0,12,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,507,0,0,0,703,119
1,1,4,2,19,141,0,3,1,0,58,105,0,1,2,0,0,0,0,2,0,0,132,0,12,107,0,7,0,0,0,1,0,98,0,1,0,1,0,18,0,13,1,0,0,0,49,3,0,2,0,14,2,0,0,0,0,580,0,0,0,310,120
0,1,4,2,32,161,25,3,1,0,14,29,0,1,2,0,0,0,0,2,7,0,171,0,20,216,0,7,0,0,0,0,0,30,0,2,0,1,0,18,0,13,1,0,0,0,187,3,0,1,0,11,2,0,0,0,0,357,0,0,0,580,121
1,2,3,4,32,141,25,5,1,0,36,0,0,1,1,0,1,0,0,1,0,0,84,0,0,0,0,8,0,0,1,1,0,0,0,1,0,1,0,1,0,12,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,558,0,0,0,205,122
1,1,4,2,32,1,15,1,1,0,60,26,0,1,2,0,0,0,0,2,0,0,25,0,13,128,0,7,0,0,0,1,0,62,0,2,0,2,0,18,0,1,1,0,0,0,19,3,0,2,0,13,2,0,0,0,0,287,0,0,0,312,123
1,0,5,0,5,87,22,10,1,0,25,160,0,1,2,0,0,0,0,2,0,0,339,0,12,408,3,1,0,0,0,1,0,1,0,1,0,2,0,14,0,13,1,0,0,0,0,2,0,2,0,10,2,0,0,0,0,242,0,0,0,79,124
1,0,0,0,25,87,21,6,1,0,9,66,0,1,3,0,0,0,0,0,0,0,23,0,0,353,0,1,0,0,0,1,0,0,0,0,0,2,0,16,0,1,3,0,0,0,172,1,0,2,0,10,2,0,0,0,0,435,0,0,1,58,125
1,0,5,0,32,34,0,17,1,0,11,107,0,0,2,0,0,0,0,1,0,0,349,0,1,80,3,1,0,0,0,1,0,90,0,1,0,2,0,14,0,8,1,0,0,0,166,3,0,2,0,19,2,0,0,0,0,597,0,0,0,121,126
1,0,0,0,34,141,25,11,1,0,7,126,0,1,2,0,0,0,0,0,0,0,338,0,1,43,0,1,0,0,0,1,0,273,0,1,0,1,0,14,0,9,1,0,0,0,152,3,0,2,0,5,2,0,0,0,0,77,0,0,0,135,127
1,1,1,3,0,162,0,2,0,0,61,63,0,1,2,0,0,0,0,2,0,0,350,0,1,273,0,2,0,0,0,1,0,0,0,1,0,1,0,12,0,7,4,0,0,0,0,3,0,2,0,10,2,0,0,0,0,467,0,0,0,713,128
1,2,3,4,32,141,15,13,1,0,36,0,0,1,1,0,1,0,0,1,0,0,251,0,0,1,0,8,0,0,1,1,0,0,0,1,0,2,0,1,0,9,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,210,0,0,0,142,129
1,2,3,4,32,89,11,1,1,0,36,0,0,1,4,0,1,0,0,2,0,0,300,0,0,0,0,8,0,0,1,1,0,0,0,1,0,1,0,3,0,8,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,601,0,0,0,139,130
1,1,4,2,0,1,27,7,1,0,42,35,0,1,2,0,0,0,0,0,0,0,33,0,13,224,0,7,0,0,0,1,0,263,0,1,0,1,0,18,0,8,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,326,0,0,0,587,131
1,1,4,2,5,106,15,36,1,0,42,35,0,1,2,0,0,0,0,2,0,0,32,0,17,224,0,7,0,0,0,1,0,263,0,1,0,2,0,18,0,10,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,212,0,0,0,554,132
1,1,2,1,34,141,25,6,0,0,21,0,0,1,4,0,0,0,0,1,0,0,23,0,0,1,0,6,0,0,0,1,0,1,0,1,0,2,0,10,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,538,0,0,0,150,133
1,0,0,0,0,141,0,3,1,0,25,192,0,1,2,0,0,0,0,1,0,0,269,0,12,441,0,1,0,0,0,1,0,1,0,1,0,2,0,14,0,11,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,180,0,0,0,123,134
1,1,4,2,27,141,0,6,1,0,42,35,0,0,2,0,0,0,0,0,0,0,23,0,12,224,0,7,0,0,0,1,0,263,0,1,0,2,0,18,0,11,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,654,0,0,0,615,135
1,1,1,3,36,87,4,1,0,0,22,43,0,0,2,0,0,5,0,2,0,0,300,0,7,248,0,2,0,0,0,1,0,1,0,1,0,2,0,12,0,9,1,0,0,0,0,3,0,2,0,11,2,0,0,0,0,492,0,0,0,374,136
1,1,4,2,34,33,25,4,1,0,42,35,0,1,2,0,0,0,0,1,0,0,403,0,20,224,0,7,0,0,0,1,0,263,0,1,0,2,0,18,0,7,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,27,0,0,0,564,137
1,1,1,3,2,141,0,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,377,0,1,89,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,8,4,0,0,0,0,3,0,2,0,18,2,0,0,0,0,403,0,0,0,258,138
1,1,1,3,2,141,0,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,377,0,1,89,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,8,4,0,0,0,0,3,0,2,0,18,2,0,0,0,0,403,0,0,0,378,139
1,1,4,2,5,141,11,3,1,0,58,25,0,1,2,0,0,0,0,2,0,0,144,0,7,230,0,7,0,0,0,1,0,285,0,1,0,2,0,18,0,8,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,477,0,0,0,542,140
1,1,1,3,5,91,22,6,0,0,18,43,0,1,4,0,0,0,0,1,0,0,23,0,15,240,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,13,1,0,0,0,9,2,0,2,0,11,2,0,0,0,0,463,0,0,0,270,141
1,1,1,3,5,91,22,6,0,0,18,43,0,1,4,0,0,0,0,1,0,0,23,0,16,240,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,13,1,0,0,0,9,2,0,2,0,11,2,0,0,0,0,463,0,0,0,715,142
1,1,4,2,34,37,0,64,1,0,60,28,0,1,2,0,0,0,0,2,0,0,54,0,0,195,0,7,0,0,0,1,0,198,0,1,0,2,0,18,0,2,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,0,0,0,0,297,143
1,1,4,2,5,89,21,10,1,0,55,35,0,1,2,0,0,0,0,2,0,0,210,0,0,160,0,7,0,0,0,1,0,26,0,1,0,1,0,18,0,13,1,0,0,0,48,1,0,2,0,12,2,0,0,0,1,0,0,0,0,437,144
1,1,4,2,32,141,4,7,1,0,60,28,0,0,2,0,0,0,0,0,0,0,282,0,12,195,0,7,0,0,0,1,0,198,0,1,0,2,0,18,0,6,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,662,0,0,0,696,145
1,1,2,1,6,49,25,3,0,0,19,21,0,1,4,0,0,0,0,1,0,0,67,0,15,197,0,6,0,0,0,1,0,264,0,1,0,1,0,10,0,6,1,0,0,0,1,3,0,2,0,11,1,0,0,0,0,620,0,0,0,259,146
1,2,3,4,34,85,26,6,1,0,31,58,0,1,1,0,1,6,0,2,0,0,23,0,12,112,0,8,0,0,1,1,0,153,0,1,0,2,0,1,0,13,1,0,0,0,119,3,0,2,0,13,2,0,0,0,0,640,0,0,0,481,147
1,1,4,2,32,1,25,8,1,0,42,35,0,1,2,0,0,0,0,0,0,0,124,0,1,224,0,7,0,0,0,1,0,263,0,1,0,1,0,18,0,5,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,63,0,0,0,551,148
1,1,4,2,19,141,0,2,1,0,60,28,0,1,2,0,0,0,0,1,0,0,384,0,12,195,0,7,0,0,0,1,0,198,0,1,0,1,0,18,0,9,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,661,0,0,0,707,149
1,1,4,2,32,141,25,1,1,0,14,29,0,1,2,0,0,0,0,2,0,0,300,0,0,216,0,7,0,0,0,1,0,30,0,1,0,1,0,18,0,12,1,0,0,0,34,3,0,2,0,11,2,0,0,0,0,0,0,0,0,467,150
1,1,2,1,32,141,23,6,0,0,47,96,0,1,1,0,0,0,0,1,0,0,23,0,1,204,0,6,0,0,0,1,0,144,0,1,0,2,0,15,0,9,1,0,0,0,114,3,0,2,0,11,2,0,0,0,0,277,0,0,0,594,150
1,1,4,2,32,89,0,7,1,0,60,28,0,1,2,0,0,0,0,0,0,0,232,0,15,195,0,7,0,0,0,1,0,198,0,2,0,2,0,18,0,4,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,114,0,0,0,736,150
1,1,2,1,32,141,23,6,0,0,47,96,0,1,1,0,0,0,0,1,0,0,23,0,1,204,0,6,0,0,0,1,0,144,0,1,0,2,0,2,0,9,1,0,0,0,114,3,0,2,0,11,2,0,0,0,0,277,0,0,0,581,151
1,1,2,1,32,141,23,6,0,0,47,96,0,1,1,0,0,0,0,1,0,0,23,0,1,204,0,6,0,0,0,1,0,144,0,1,0,2,0,2,0,9,1,0,0,0,114,3,0,2,0,11,2,0,0,0,0,277,0,0,0,581,152
1,0,0,0,34,88,25,14,1,0,5,167,0,1,2,0,0,1,0,1,0,0,411,0,12,29,0,1,0,0,0,1,0,0,0,1,0,2,0,14,0,4,1,0,0,0,99,3,0,2,0,7,2,0,0,0,0,660,0,0,0,807,153
1,0,0,0,32,87,0,3,1,0,25,115,0,1,2,0,0,0,0,1,0,0,83,0,12,311,0,1,0,0,0,1,0,147,0,1,0,2,0,14,0,1,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,353,0,0,0,247,154
1,1,1,3,5,165,11,19,0,0,49,45,0,1,2,0,0,0,0,1,0,0,391,0,15,108,0,2,0,0,0,1,0,157,0,1,0,2,0,12,0,12,1,0,0,0,103,3,0,2,0,13,2,0,0,0,0,713,0,0,0,420,155
1,0,0,0,32,141,0,6,1,0,0,163,0,0,2,0,0,0,0,1,0,0,23,0,18,439,0,1,0,0,0,1,0,1,0,1,0,2,0,14,0,12,1,0,0,0,156,3,0,2,0,10,2,0,0,0,0,579,0,0,0,87,156
1,1,4,2,5,121,11,3,1,0,58,62,0,1,2,0,0,0,0,1,0,0,67,0,7,146,0,7,0,0,0,1,0,255,0,1,0,2,0,18,0,9,1,0,0,0,74,3,0,2,0,12,2,0,0,0,0,267,0,0,0,295,157
1,1,4,2,26,141,25,6,1,0,61,26,0,1,2,0,0,0,0,0,0,0,23,0,2,247,3,7,0,0,0,1,0,1,0,1,0,2,0,18,0,4,1,0,0,0,0,3,0,2,0,11,2,0,0,0,0,122,0,0,0,464,158
1,0,0,0,12,87,8,6,1,0,25,71,0,1,3,0,0,0,0,2,0,0,23,0,0,401,0,1,0,0,0,1,0,0,0,0,0,1,0,16,0,7,1,0,0,0,0,1,0,2,0,10,2,0,0,0,0,189,0,0,1,776,159
1,1,1,3,34,10,0,6,0,0,38,42,0,1,4,0,0,0,0,0,0,0,23,0,1,228,0,2,0,0,0,1,0,44,0,1,0,2,0,0,0,12,1,0,0,0,12,3,0,2,0,11,2,0,0,0,0,76,0,0,0,477,160
1,1,2,1,34,109,0,3,0,0,21,0,0,1,4,0,0,0,0,1,0,0,415,0,0,1,0,6,0,0,0,1,0,1,0,1,0,2,0,10,0,13,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,430,0,0,0,597,161
1,0,0,0,32,161,25,4,1,0,25,150,0,1,2,0,0,0,0,2,0,0,139,0,1,369,0,1,0,0,0,1,0,0,0,2,0,1,0,14,0,14,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,452,0,0,0,33,162
1,0,0,0,34,10,25,6,1,0,25,115,0,1,2,0,0,0,0,0,0,0,23,0,0,410,0,1,0,0,0,1,0,0,0,1,0,1,0,14,0,1,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,0,0,0,0,232,162
1,0,0,0,12,87,17,6,1,0,9,51,0,1,3,0,0,0,0,2,0,0,23,0,0,363,0,1,0,0,0,1,0,207,0,0,0,1,0,16,0,5,1,0,0,0,161,1,0,2,0,10,2,0,0,0,0,442,0,0,1,835,162
1,0,0,0,19,122,27,2,1,0,26,82,0,0,2,0,0,0,0,2,0,0,52,0,15,256,0,5,0,0,0,1,0,275,0,1,0,2,0,7,0,3,1,0,0,0,64,3,0,2,0,10,2,0,0,0,0,604,0,0,0,760,163
1,2,3,4,5,125,22,41,1,0,36,0,0,1,4,0,1,0,0,2,0,0,166,0,0,1,0,8,0,0,1,1,0,1,0,1,0,1,0,3,0,3,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,409,0,0,0,143,164
1,1,1,3,34,27,25,16,0,0,18,43,0,1,4,0,0,8,0,2,0,0,41,0,12,136,0,2,0,0,0,1,0,99,0,1,0,1,0,0,0,3,1,0,0,0,72,3,0,2,0,12,2,0,0,0,0,342,0,0,0,258,165
1,0,0,0,31,15,0,18,1,0,25,133,0,1,2,0,0,0,0,0,0,0,229,0,16,436,0,1,0,0,0,1,0,1,0,1,0,2,0,14,0,5,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,152,0,0,0,809,166
1,1,2,1,23,141,21,3,0,0,12,12,0,1,1,0,0,0,0,2,0,0,235,0,0,217,0,6,0,0,0,1,0,133,0,1,0,2,0,15,0,5,1,0,0,0,34,1,0,2,0,11,2,0,0,0,0,0,0,0,0,214,167
1,1,2,1,23,141,21,3,0,0,12,12,0,1,1,0,0,0,0,2,0,0,235,0,0,217,0,6,0,0,0,1,0,133,0,1,0,2,0,2,0,5,1,0,0,0,34,1,0,2,0,11,2,0,0,0,0,0,0,0,0,262,168
1,1,2,1,23,141,21,3,0,0,12,12,0,1,1,0,0,0,0,2,0,0,235,0,0,217,0,6,0,0,0,1,0,133,0,1,0,2,0,2,0,5,1,0,0,0,34,1,0,2,0,11,2,0,0,0,0,0,0,0,0,262,169
1,0,0,0,34,17,0,5,1,0,25,187,0,1,2,0,0,0,0,2,0,0,209,0,0,383,0,1,0,0,0,1,0,59,0,1,0,1,0,14,0,10,1,0,0,0,166,3,0,2,0,10,2,0,0,0,0,0,0,0,0,243,170
1,0,0,0,12,89,9,7,1,0,25,153,0,1,2,0,0,0,0,1,0,0,183,0,1,329,0,1,0,0,0,1,0,0,0,1,0,1,0,14,0,14,1,0,0,0,0,2,0,2,0,10,2,0,0,0,0,115,0,0,0,36,171
1,0,0,0,32,141,11,10,1,0,25,134,0,1,2,0,0,0,0,2,0,0,44,0,1,430,0,1,0,0,0,1,0,0,0,1,0,2,0,14,0,12,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,488,0,0,0,88,172
1,2,3,4,32,141,0,2,1,0,36,0,0,1,1,0,1,0,0,2,0,0,322,0,0,0,0,8,0,0,1,1,0,0,0,1,0,2,0,1,0,12,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,683,173
1,1,2,1,31,74,23,59,0,0,39,16,0,1,0,0,0,0,0,2,0,0,2,0,1,95,0,6,0,0,0,1,0,95,0,0,0,2,0,8,0,0,1,0,0,0,148,3,0,2,0,16,1,0,0,0,0,171,0,0,0,100,174
1,2,3,4,14,148,0,7,1,0,36,0,0,1,4,0,1,0,0,1,0,0,255,0,0,0,0,8,0,0,1,1,0,0,0,1,0,2,0,3,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,663,0,0,0,365,175
1,1,1,3,32,141,23,1,0,0,46,39,0,1,2,0,0,0,0,1,0,0,25,0,0,139,0,2,0,0,0,1,0,126,0,2,0,2,0,12,0,13,1,0,0,0,8,3,0,2,0,12,2,0,0,0,0,0,0,0,0,368,176
1,1,2,1,32,87,0,3,0,0,39,17,0,0,4,0,0,0,0,1,0,0,341,0,1,86,0,6,0,0,0,1,0,64,0,2,0,1,0,10,0,0,1,0,0,0,104,3,0,2,0,19,1,0,0,0,0,21,0,0,0,152,177
1,0,0,0,32,47,0,2,1,0,7,184,0,1,2,0,0,0,0,0,0,0,186,0,1,309,0,1,0,0,0,1,0,0,0,1,0,1,0,14,0,6,1,0,0,0,121,3,0,2,0,10,2,0,0,0,0,612,0,0,0,86,178
1,1,1,3,31,84,0,47,0,0,63,39,0,1,4,0,0,0,0,2,0,0,80,0,1,238,0,2,0,0,0,1,0,1,0,1,0,2,0,0,0,6,1,0,0,0,0,3,0,2,0,11,2,0,0,0,0,618,0,0,0,408,179
1,0,0,0,21,161,27,3,1,0,25,195,0,0,2,0,0,0,0,2,0,0,83,0,1,322,0,1,0,0,0,1,0,0,0,1,0,1,0,14,0,13,1,0,0,0,161,3,0,2,0,10,2,0,0,0,0,330,0,0,0,60,180
1,1,4,2,32,141,0,6,1,0,58,25,0,1,2,0,0,0,0,2,0,0,23,0,1,230,0,7,0,0,0,1,0,285,0,1,0,1,0,18,0,14,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,401,0,0,0,635,181
1,1,1,3,31,121,0,3,0,0,21,46,0,1,2,0,0,0,0,1,0,0,27,0,0,25,0,2,0,0,0,1,0,0,0,1,0,1,0,12,0,7,4,0,0,0,0,3,0,2,0,7,2,0,0,0,0,0,0,0,0,399,182
1,0,0,0,16,42,5,58,1,0,4,174,0,1,2,0,0,0,0,1,0,0,216,0,1,411,0,1,0,0,0,1,0,210,0,1,0,2,0,14,0,12,1,0,0,0,30,2,0,2,0,10,2,0,0,0,0,482,0,0,0,75,183
1,1,4,2,19,119,27,18,1,0,56,31,0,0,2,0,0,0,0,2,0,0,111,0,14,215,0,7,0,0,0,1,0,170,0,1,0,1,0,18,0,5,1,0,0,0,38,3,0,2,0,11,2,0,0,0,0,116,0,0,0,519,184
1,1,4,2,32,1,23,5,1,0,42,35,0,1,2,0,0,0,0,1,0,0,200,0,1,224,0,7,0,0,0,1,0,263,0,1,0,1,0,18,0,7,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,546,0,0,0,569,185
1,1,1,3,18,141,18,1,0,0,21,0,0,1,4,0,0,0,0,0,0,0,25,0,0,458,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,1,4,0,0,0,0,3,0,2,0,9,2,0,0,0,0,664,0,0,0,408,186
1,1,1,3,18,141,18,1,0,0,21,0,0,1,4,0,0,0,0,0,0,0,25,0,1,458,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,8,4,0,0,0,0,3,0,2,0,9,2,0,0,0,0,664,0,0,0,423,187
1,1,4,2,27,15,0,18,1,0,14,29,0,0,2,0,0,0,0,1,0,0,229,0,5,216,3,7,0,0,0,1,0,30,0,1,0,1,0,18,0,5,1,0,0,0,34,3,0,2,0,11,2,0,0,0,0,389,0,0,0,531,188
1,1,1,3,6,141,0,6,0,0,38,42,0,0,2,0,0,0,0,0,0,0,23,0,12,228,0,2,0,0,0,1,0,44,0,1,0,1,0,12,0,7,1,0,0,0,12,3,0,2,0,11,2,0,0,0,0,516,0,0,0,281,189
1,1,1,3,12,45,8,4,0,0,14,41,0,1,2,0,0,0,0,2,0,0,320,0,1,222,0,2,0,0,0,1,0,16,0,1,0,1,0,12,0,8,1,0,0,0,34,1,0,2,0,11,2,0,0,0,0,441,0,0,0,675,190
1,0,0,0,30,97,0,59,1,0,25,148,0,1,2,0,0,0,0,2,0,0,2,0,12,437,0,1,0,0,0,1,0,0,0,2,0,2,0,14,0,4,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,219,0,0,0,238,191
0,0,0,0,5,141,22,3,1,0,9,53,0,1,2,0,0,0,0,1,5,0,263,0,1,55,0,1,0,0,0,0,0,79,0,1,0,1,0,14,0,7,1,0,0,0,187,2,0,1,0,4,2,0,0,0,0,360,0,0,0,51,192
1,1,4,2,0,0,17,72,1,0,58,25,0,1,2,0,0,0,0,1,0,0,26,0,1,230,0,7,0,0,0,1,0,285,0,1,0,1,0,18,0,7,1,0,0,0,55,1,0,2,0,11,2,0,0,0,0,658,0,0,0,655,193
1,0,0,0,12,24,17,24,1,0,2,180,0,1,3,0,0,1,0,1,0,0,385,0,0,325,0,1,0,0,0,1,0,7,0,0,0,1,0,16,0,2,1,0,0,0,149,1,0,2,0,10,2,0,0,0,0,227,0,0,1,53,194
0,1,4,2,32,141,5,4,1,0,42,62,0,1,2,0,0,0,0,2,1,0,148,0,13,237,0,7,0,0,0,0,0,225,0,1,0,2,0,18,0,8,1,0,0,0,187,1,0,1,0,11,2,0,0,0,0,355,0,0,0,593,195
1,1,2,1,31,74,23,59,0,0,39,16,0,1,1,0,0,0,0,0,0,0,2,0,1,95,0,6,0,0,0,1,0,95,0,1,0,1,0,15,0,7,1,0,0,0,148,3,0,2,0,16,2,0,0,0,0,171,0,0,0,376,196
1,1,2,1,31,74,23,59,0,0,39,16,0,1,1,0,0,0,0,0,0,0,2,0,1,95,0,6,0,0,0,1,0,95,0,1,0,1,0,2,0,7,1,0,0,0,148,3,0,2,0,16,2,0,0,0,0,171,0,0,0,149,197
1,1,2,1,31,74,23,59,0,0,39,16,0,1,1,0,0,0,0,0,0,0,2,0,1,95,0,6,0,0,0,1,0,95,0,1,0,1,0,2,0,7,1,0,0,0,148,3,0,2,0,16,2,0,0,0,0,171,0,0,0,149,198
1,0,0,0,14,127,0,2,1,0,5,111,0,1,2,0,0,0,0,0,0,0,22,0,12,440,0,1,0,0,0,1,0,0,0,1,0,2,0,14,0,6,1,0,0,0,26,3,0,2,0,10,2,0,0,0,0,646,0,0,0,74,199
1,1,4,2,0,141,0,1,1,0,58,37,0,1,2,0,0,0,0,1,0,0,300,0,12,239,0,7,0,0,0,1,0,0,0,1,0,2,0,18,0,9,1,0,0,0,87,3,0,2,0,11,2,0,0,0,0,653,0,0,0,614,200
1,1,4,2,35,1,25,2,1,0,57,55,0,1,2,0,0,0,0,2,0,0,22,0,16,114,0,7,0,0,0,1,0,242,0,1,0,1,0,18,0,6,1,0,0,0,66,3,0,2,0,13,2,0,0,0,0,204,0,0,0,618,201
1,1,1,3,32,98,23,5,0,0,23,42,0,1,4,0,0,0,0,0,0,0,234,0,12,67,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,10,4,0,0,0,0,3,0,2,0,3,2,0,0,0,0,457,0,0,0,385,202
1,1,4,2,11,94,4,67,1,0,14,27,0,1,2,0,0,5,0,2,0,0,5,0,13,194,0,7,0,0,0,1,0,15,0,2,0,1,0,18,0,4,1,0,0,0,34,3,0,2,0,11,2,0,0,0,0,92,0,0,0,462,203
1,1,2,1,31,18,0,6,0,0,54,95,0,1,1,0,0,0,0,1,0,0,23,0,12,200,0,6,0,0,0,1,0,54,0,1,0,2,0,15,0,3,1,0,0,0,88,3,0,2,0,11,2,0,0,0,0,161,0,0,0,375,204
1,1,2,1,31,18,0,6,0,0,54,95,0,1,1,0,0,0,0,1,0,0,23,0,12,200,0,6,0,0,0,1,0,54,0,1,0,2,0,2,0,3,1,0,0,0,88,3,0,2,0,11,2,0,0,0,0,161,0,0,0,582,205
1,1,2,1,31,18,0,6,0,0,54,95,0,1,1,0,0,0,0,1,0,0,23,0,12,200,0,6,0,0,0,1,0,54,0,1,0,2,0,2,0,3,1,0,0,0,88,3,0,2,0,11,2,0,0,0,0,161,0,0,0,582,206
