1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
28,4,36,11,7,11,1510,23,25,25,37,25,121,6,51,6,1
9,1,47,11,7,11,1515,23,25,25,37,25,121,6,51,6,1
4,3,42,11,7,11,1532,23,25,25,37,25,121,6,51,6,1
2,1,40,11,7,11,1540,23,25,25,37,25,121,6,51,6,1
11,6,31,11,7,11,1551,23,25,25,37,25,121,6,51,6,1
25,1,33,11,7,11,1551,23,25,25,37,25,121,6,51,6,1
7,6,45,11,7,11,1551,23,25,25,37,25,121,6,51,6,1
26,2,34,11,7,11,1571,23,25,25,37,25,121,6,51,6,1
3,2,41,11,7,11,1571,23,25,25,37,25,121,6,51,6,1
22,0,32,11,7,11,1579,23,25,25,37,25,121,6,51,6,1
30,6,38,11,7,11,1599,23,25,25,37,25,121,6,51,6,1
1,0,39,11,7,11,1603,23,25,25,37,25,121,6,51,6,1
27,3,35,11,7,11,1615,23,25,25,37,25,121,6,51,6,1
4,3,42,11,7,11,1428,28,25,25,37,25,121,6,51,6,1
5,4,43,11,7,11,1481,28,25,25,37,25,121,6,51,6,1
25,1,33,11,7,11,1485,28,25,25,37,25,121,6,51,6,1
27,3,35,11,7,11,1485,28,25,25,37,25,121,6,51,6,1
1,0,39,11,7,11,1507,28,25,25,37,25,121,6,51,6,1
8,0,46,11,7,11,1527,28,25,25,37,25,121,6,51,6,1
26,2,34,11,7,11,1532,28,25,25,37,25,121,6,51,6,1
11,6,31,11,7,11,1537,28,25,25,37,25,121,6,51,6,1
28,4,36,11,7,11,1540,28,25,25,37,25,121,6,51,6,1
30,6,38,11,7,11,1551,28,25,25,37,25,121,6,51,6,1
7,6,45,11,7,11,1571,28,25,25,37,25,121,6,51,6,1
3,2,41,11,7,11,1575,28,25,25,37,25,121,6,51,6,1
22,0,32,11,7,11,1589,28,25,25,37,25,121,6,51,6,1
9,1,47,11,7,11,1595,28,25,25,37,25,121,6,51,6,1
1,0,39,3,2,3,745,56,25,25,37,25,121,6,51,6,1
22,0,32,3,2,3,755,56,25,25,37,25,121,6,51,6,1
19,3,56,3,2,3,1040,56,25,25,37,25,121,6,51,6,1
13,4,50,3,2,3,3897,56,25,25,37,25,121,6,51,6,1
21,5,58,3,2,3,3907,56,25,25,37,25,121,6,51,6,1
27,3,35,3,2,3,3918,56,25,25,37,25,121,6,51,6,1
5,4,43,3,2,3,3945,56,25,25,37,25,121,6,51,6,1
29,5,37,3,2,3,3955,56,25,25,37,25,121,6,51,6,1
10,2,48,3,2,3,3982,56,25,25,37,25,121,6,51,6,1
15,6,52,3,2,3,3988,56,25,25,37,25,121,6,51,6,1
0,5,30,3,2,3,4003,56,25,25,37,25,121,6,51,6,1
25,1,33,3,2,3,4003,56,25,25,37,25,121,6,51,6,1
20,4,57,3,2,3,4044,56,25,25,37,25,121,6,51,6,1
6,5,44,3,2,3,4069,56,25,25,37,25,121,6,51,6,1
7,6,45,3,2,3,4086,56,25,25,37,25,121,6,51,6,1
8,0,46,3,2,3,4103,56,25,25,37,25,121,6,51,6,1
17,1,54,3,2,3,4110,56,25,25,37,25,121,6,51,6,1
18,2,55,3,2,3,4110,56,25,25,37,25,121,6,51,6,1
9,1,47,3,2,3,4127,56,25,25,37,25,121,6,51,6,1
14,5,51,3,2,3,4134,56,25,25,37,25,121,6,51,6,1
4,3,42,3,2,3,4239,56,25,25,37,25,121,6,51,6,1
26,2,34,3,2,3,4251,56,25,25,37,25,121,6,51,6,1
16,0,53,3,2,3,4271,56,25,25,37,25,121,6,51,6,1
12,3,49,3,2,3,4301,56,25,25,37,25,121,6,51,6,1
30,6,38,3,2,3,4315,56,25,25,37,25,121,6,51,6,1
11,6,31,3,2,3,4320,56,25,25,37,25,121,6,51,6,1
28,4,36,3,2,3,4328,56,25,25,37,25,121,6,51,6,1
2,1,40,3,2,3,4335,56,25,25,37,25,121,6,51,6,1
3,2,41,3,2,3,4370,56,25,25,37,25,121,6,51,6,1
23,6,59,3,2,3,4378,56,25,25,37,25,121,6,51,6,1
24,0,60,3,2,3,4403,56,25,25,37,25,121,6,51,6,1
21,5,58,11,7,11,1428,59,25,25,37,25,121,6,51,6,1
23,6,59,11,7,11,1481,59,25,25,37,25,121,6,51,6,1
24,0,60,11,7,11,1481,59,25,25,37,25,121,6,51,6,1
15,6,52,11,7,11,1507,59,25,25,37,25,121,6,51,6,1
10,2,48,11,7,11,1527,59,25,25,37,25,121,6,51,6,1
12,3,49,11,7,11,1527,59,25,25,37,25,121,6,51,6,1
16,0,53,11,7,11,1527,59,25,25,37,25,121,6,51,6,1
14,5,51,11,7,11,1575,59,25,25,37,25,121,6,51,6,1
18,2,55,11,7,11,1589,59,25,25,37,25,121,6,51,6,1
17,1,54,11,7,11,1599,59,25,25,37,25,121,6,51,6,1
13,4,50,11,7,11,1603,59,25,25,37,25,121,6,51,6,1
19,3,56,11,7,11,1611,59,25,25,37,25,121,6,51,6,1
20,4,57,11,7,11,1611,59,25,25,37,25,121,6,51,6,1
14,5,51,3,2,3,3890,62,25,25,37,25,121,6,51,6,1
6,5,44,3,2,3,3917,62,25,25,37,25,121,6,51,6,1
21,5,58,3,2,3,3918,62,25,25,37,25,121,6,51,6,1
9,1,47,3,2,3,3946,62,25,25,37,25,121,6,51,6,1
16,0,53,3,2,3,3965,62,25,25,37,25,121,6,51,6,1
2,1,40,3,2,3,4043,62,25,25,37,25,121,6,51,6,1
4,3,42,3,2,3,4052,62,25,25,37,25,121,6,51,6,1
12,3,49,3,2,3,4060,62,25,25,37,25,121,6,51,6,1
28,4,36,3,2,3,4070,62,25,25,37,25,121,6,51,6,1
26,2,34,3,2,3,4102,62,25,25,37,25,121,6,51,6,1
1,0,39,3,2,3,4191,62,25,25,37,25,121,6,51,6,1
30,6,38,3,2,3,4197,62,25,25,37,25,121,6,51,6,1
8,0,46,3,2,3,4202,62,25,25,37,25,121,6,51,6,1
19,3,56,3,2,3,4207,62,25,25,37,25,121,6,51,6,1
24,0,60,3,2,3,4270,62,25,25,37,25,121,6,51,6,1
10,2,48,3,2,3,4289,62,25,25,37,25,121,6,51,6,1
13,4,50,3,2,3,4332,62,25,25,37,25,121,6,51,6,1
27,3,35,3,2,3,4335,62,25,25,37,25,121,6,51,6,1
11,6,31,3,2,3,4347,62,25,25,37,25,121,6,51,6,1
20,4,57,3,2,3,4353,62,25,25,37,25,121,6,51,6,1
25,1,33,3,2,3,4370,62,25,25,37,25,121,6,51,6,1
5,4,43,3,2,3,4370,62,25,25,37,25,121,6,51,6,1
18,2,55,3,2,3,4370,62,25,25,37,25,121,6,51,6,1
22,0,32,3,2,3,4401,62,25,25,37,25,121,6,51,6,1
3,2,41,3,2,3,4413,62,25,25,37,25,121,6,51,6,1
0,5,30,11,7,11,2962,70,25,25,37,25,121,6,51,6,1
6,5,44,11,7,11,2972,70,25,25,37,25,121,6,51,6,1
29,5,37,11,7,11,3139,70,25,25,37,25,121,6,51,6,1
23,6,59,3,2,3,3871,74,25,25,37,25,121,6,51,6,1
24,0,60,3,2,3,3890,74,25,25,37,25,121,6,51,6,1
28,4,36,3,2,3,3909,74,25,25,37,25,121,6,51,6,1
0,5,30,3,2,3,3936,74,25,25,37,25,121,6,51,6,1
22,0,32,3,2,3,3936,74,25,25,37,25,121,6,51,6,1
25,1,33,3,2,3,3972,74,25,25,37,25,121,6,51,6,1
30,6,38,3,2,3,3972,74,25,25,37,25,121,6,51,6,1
3,2,41,3,2,3,3972,74,25,25,37,25,121,6,51,6,1
15,6,52,3,2,3,3980,74,25,25,37,25,121,6,51,6,1
16,0,53,3,2,3,3987,74,25,25,37,25,121,6,51,6,1
5,4,43,3,2,3,4003,74,25,25,37,25,121,6,51,6,1
11,6,31,3,2,3,4019,74,25,25,37,25,121,6,51,6,1
17,1,54,3,2,3,4020,74,25,25,37,25,121,6,51,6,1
20,4,57,3,2,3,4094,74,25,25,37,25,121,6,51,6,1
1,0,39,3,2,3,4126,74,25,25,37,25,121,6,51,6,1
2,1,40,3,2,3,4173,74,25,25,37,25,121,6,51,6,1
26,2,34,3,2,3,4230,74,25,25,37,25,121,6,51,6,1
21,5,58,3,2,3,4258,74,25,25,37,25,121,6,51,6,1
7,6,45,3,2,3,4270,74,25,25,37,25,121,6,51,6,1
14,5,51,3,2,3,4320,74,25,25,37,25,121,6,51,6,1
19,3,56,3,2,3,4320,74,25,25,37,25,121,6,51,6,1
29,5,37,3,2,3,4343,74,25,25,37,25,121,6,51,6,1
9,1,47,3,2,3,4353,74,25,25,37,25,121,6,51,6,1
4,3,42,3,2,3,4356,74,25,25,37,25,121,6,51,6,1
13,4,50,3,2,3,4363,74,25,25,37,25,121,6,51,6,1
12,3,49,3,2,3,4366,74,25,25,37,25,121,6,51,6,1
18,2,55,3,2,3,4366,74,25,25,37,25,121,6,51,6,1
8,0,46,3,2,3,4381,74,25,25,37,25,121,6,51,6,1
27,3,35,3,2,3,4390,74,25,25,37,25,121,6,51,6,1
6,5,44,3,2,3,4403,74,25,25,37,25,121,6,51,6,1
10,2,48,3,2,3,4419,74,25,25,37,25,121,6,51,6,1
7,6,45,11,7,11,4242,104,25,25,37,25,121,6,51,6,1
30,6,38,11,7,11,4255,104,25,25,37,25,121,6,51,6,1
11,6,31,11,7,11,4274,104,25,25,37,25,121,6,51,6,1
2,1,40,11,7,11,2962,172,25,25,37,25,121,6,51,6,1
5,4,43,11,7,11,2967,172,25,25,37,25,121,6,51,6,1
3,2,41,11,7,11,3016,172,25,25,37,25,121,6,51,6,1
26,2,34,11,7,11,3042,172,25,25,37,25,121,6,51,6,1
25,1,33,11,7,11,3104,172,25,25,37,25,121,6,51,6,1
4,3,42,11,7,11,3133,172,25,25,37,25,121,6,51,6,1
22,0,32,11,7,11,3146,172,25,25,37,25,121,6,51,6,1
8,0,46,11,7,11,3149,172,25,25,37,25,121,6,51,6,1
28,4,36,11,7,11,3179,172,25,25,37,25,121,6,51,6,1
1,0,39,11,7,11,3179,172,25,25,37,25,121,6,51,6,1
27,3,35,11,7,11,3211,172,25,25,37,25,121,6,51,6,1
9,1,47,11,7,11,3227,172,25,25,37,25,121,6,51,6,1
22,0,32,13,0,13,485,180,25,25,37,25,121,6,51,6,1
17,1,54,13,0,13,530,180,25,25,37,25,121,6,51,6,1
28,4,36,13,0,13,603,180,25,25,37,25,121,6,51,6,1
27,3,35,13,0,13,685,180,25,25,37,25,121,6,51,6,1
24,0,60,13,0,13,1415,180,25,25,37,25,121,6,51,6,1
25,1,33,13,0,13,1519,180,25,25,37,25,121,6,51,6,1
5,4,43,13,0,13,3065,180,25,25,37,25,121,6,51,6,1
4,3,42,13,0,13,3145,180,25,25,37,25,121,6,51,6,1
2,1,40,13,0,13,3171,180,25,25,37,25,121,6,51,6,1
26,2,34,13,0,13,3329,180,25,25,37,25,121,6,51,6,1
16,0,53,13,0,13,3329,180,25,25,37,25,121,6,51,6,1
3,2,41,13,0,13,3419,180,25,25,37,25,121,6,51,6,1
1,0,39,13,0,13,4326,180,25,25,37,25,121,6,51,6,1
12,3,49,13,0,13,946,185,25,25,37,25,121,6,51,6,1
30,6,38,13,0,13,1045,185,25,25,37,25,121,6,51,6,1
10,2,48,13,0,13,1188,185,25,25,37,25,121,6,51,6,1
9,1,47,13,0,13,2604,185,25,25,37,25,121,6,51,6,1
8,0,46,13,0,13,2687,185,25,25,37,25,121,6,51,6,1
20,4,57,13,0,13,2703,185,25,25,37,25,121,6,51,6,1
7,6,45,13,0,13,2804,185,25,25,37,25,121,6,51,6,1
11,6,31,13,0,13,2935,185,25,25,37,25,121,6,51,6,1
15,6,52,13,0,13,2946,185,25,25,37,25,121,6,51,6,1
23,6,59,13,0,13,4000,185,25,25,37,25,121,6,51,6,1
0,5,30,10,5,10,1057,187,25,25,37,25,121,6,51,6,1
29,5,37,10,5,10,1176,187,25,25,37,25,121,6,51,6,1
6,5,44,10,5,10,3200,187,25,25,37,25,121,6,51,6,1
12,3,49,3,2,3,782,253,25,25,37,25,121,6,51,6,1
13,4,50,3,2,3,786,253,25,25,37,25,121,6,51,6,1
6,5,44,3,2,3,787,253,25,25,37,25,121,6,51,6,1
8,0,46,3,2,3,809,253,25,25,37,25,121,6,51,6,1
9,1,47,3,2,3,845,253,25,25,37,25,121,6,51,6,1
20,4,57,3,2,3,907,253,25,25,37,25,121,6,51,6,1
18,2,55,3,2,3,961,253,25,25,37,25,121,6,51,6,1
7,6,45,3,2,3,988,253,25,25,37,25,121,6,51,6,1
10,2,48,3,2,3,1006,253,25,25,37,25,121,6,51,6,1
11,6,31,3,2,3,3947,253,25,25,37,25,121,6,51,6,1
4,3,42,3,2,3,3967,253,25,25,37,25,121,6,51,6,1
1,0,39,3,2,3,3989,253,25,25,37,25,121,6,51,6,1
28,4,36,3,2,3,4021,253,25,25,37,25,121,6,51,6,1
5,4,43,3,2,3,4021,253,25,25,37,25,121,6,51,6,1
22,0,32,3,2,3,4135,253,25,25,37,25,121,6,51,6,1
25,1,33,3,2,3,4153,253,25,25,37,25,121,6,51,6,1
2,1,40,3,2,3,4252,253,25,25,37,25,121,6,51,6,1
19,3,56,3,2,3,4259,253,25,25,37,25,121,6,51,6,1
26,2,34,3,2,3,4306,253,25,25,37,25,121,6,51,6,1
3,2,41,3,2,3,4306,253,25,25,37,25,121,6,51,6,1
27,3,35,3,2,3,4321,253,25,25,37,25,121,6,51,6,1
17,1,54,3,2,3,4343,253,25,25,37,25,121,6,51,6,1
30,6,38,3,2,3,4413,253,25,25,37,25,121,6,51,6,1
14,5,51,10,5,10,3197,254,25,25,37,25,121,6,51,6,1
11,6,31,13,0,13,518,262,25,25,37,25,121,6,51,6,1
23,6,59,13,0,13,523,262,25,25,37,25,121,6,51,6,1
9,1,47,13,0,13,530,262,25,25,37,25,121,6,51,6,1
10,2,48,13,0,13,582,262,25,25,37,25,121,6,51,6,1
15,6,52,13,0,13,623,262,25,25,37,25,121,6,51,6,1
7,6,45,13,0,13,626,262,25,25,37,25,121,6,51,6,1
30,6,38,13,0,13,695,262,25,25,37,25,121,6,51,6,1
20,4,57,13,0,13,1683,262,25,25,37,25,121,6,51,6,1
8,0,46,13,0,13,4132,262,25,25,37,25,121,6,51,6,1
12,3,49,13,0,13,4179,262,25,25,37,25,121,6,51,6,1
25,1,33,10,5,10,935,265,25,25,37,25,121,6,51,6,1
2,1,40,10,5,10,1133,265,25,25,37,25,121,6,51,6,1
3,2,41,3,2,3,3871,275,25,25,37,25,121,6,51,6,1
25,1,33,3,2,3,3936,275,25,25,37,25,121,6,51,6,1
5,4,43,3,2,3,4270,275,25,25,37,25,121,6,51,6,1
2,1,40,3,2,3,4320,275,25,25,37,25,121,6,51,6,1
0,5,30,3,2,3,4332,275,25,25,37,25,121,6,51,6,1
29,5,37,3,2,3,4339,275,25,25,37,25,121,6,51,6,1
1,0,39,3,2,3,4343,275,25,25,37,25,121,6,51,6,1
26,2,34,3,2,3,4347,275,25,25,37,25,121,6,51,6,1
27,3,35,3,2,3,4385,275,25,25,37,25,121,6,51,6,1
28,4,36,3,2,3,4401,275,25,25,37,25,121,6,51,6,1
22,0,32,3,2,3,4409,275,25,25,37,25,121,6,51,6,1
4,3,42,3,2,3,4419,275,25,25,37,25,121,6,51,6,1
12,3,49,10,5,10,642,288,25,25,37,25,121,6,51,6,1
10,2,48,10,5,10,3838,288,25,25,37,25,121,6,51,6,1
13,4,50,10,5,10,3842,288,25,25,37,25,121,6,51,6,1
20,4,57,13,0,13,1570,302,25,25,37,25,121,6,51,6,1
12,3,49,13,0,13,3031,302,25,25,37,25,121,6,51,6,1
9,1,47,13,0,13,3135,302,25,25,37,25,121,6,51,6,1
8,0,46,13,0,13,4205,302,25,25,37,25,121,6,51,6,1
10,2,48,13,0,13,4211,302,25,25,37,25,121,6,51,6,1
14,5,51,13,0,13,2773,355,25,25,37,25,121,6,51,6,1
3,2,41,0,3,0,1222,463,25,25,37,25,121,6,51,6,1
17,1,54,0,3,0,1237,463,25,25,37,25,121,6,51,6,1
8,0,46,0,3,0,1240,463,25,25,37,25,121,6,51,6,1
20,4,57,0,3,0,1245,463,25,25,37,25,121,6,51,6,1
0,5,30,0,3,0,1252,463,25,25,37,25,121,6,51,6,1
15,6,52,0,3,0,1283,463,25,25,37,25,121,6,51,6,1
24,0,60,0,3,0,1284,463,25,25,37,25,121,6,51,6,1
14,5,51,0,3,0,1287,463,25,25,37,25,121,6,51,6,1
10,2,48,0,3,0,1294,463,25,25,37,25,121,6,51,6,1
28,4,36,0,3,0,1296,463,25,25,37,25,121,6,51,6,1
6,5,44,0,3,0,1297,463,25,25,37,25,121,6,51,6,1
16,0,53,0,3,0,1297,463,25,25,37,25,121,6,51,6,1
1,0,39,0,3,0,1302,463,25,25,37,25,121,6,51,6,1
11,6,31,0,3,0,1309,463,25,25,37,25,121,6,51,6,1
7,6,45,0,3,0,1309,463,25,25,37,25,121,6,51,6,1
25,1,33,0,3,0,1323,463,25,25,37,25,121,6,51,6,1
23,6,59,0,3,0,1335,463,25,25,37,25,121,6,51,6,1
18,2,55,0,3,0,1336,463,25,25,37,25,121,6,51,6,1
30,6,38,0,3,0,1337,463,25,25,37,25,121,6,51,6,1
5,4,43,0,3,0,1339,463,25,25,37,25,121,6,51,6,1
13,4,50,0,3,0,1349,463,25,25,37,25,121,6,51,6,1
9,1,47,0,3,0,1351,463,25,25,37,25,121,6,51,6,1
12,3,49,0,3,0,1357,463,25,25,37,25,121,6,51,6,1
19,3,56,0,3,0,1358,463,25,25,37,25,121,6,51,6,1
22,0,32,0,3,0,1362,463,25,25,37,25,121,6,51,6,1
2,1,40,0,3,0,1371,463,25,25,37,25,121,6,51,6,1
27,3,35,0,3,0,1373,463,25,25,37,25,121,6,51,6,1
29,5,37,0,3,0,1377,463,25,25,37,25,121,6,51,6,1
4,3,42,0,3,0,1378,463,25,25,37,25,121,6,51,6,1
26,2,34,0,3,0,1379,463,25,25,37,25,121,6,51,6,1
21,5,58,0,3,0,1386,463,25,25,37,25,121,6,51,6,1
5,4,43,13,0,13,632,475,25,25,37,25,121,6,51,6,1
16,0,53,13,0,13,675,475,25,25,37,25,121,6,51,6,1
25,1,33,13,0,13,699,475,25,25,37,25,121,6,51,6,1
27,3,35,13,0,13,701,475,25,25,37,25,121,6,51,6,1
24,0,60,13,0,13,1584,475,25,25,37,25,121,6,51,6,1
28,4,36,13,0,13,1683,475,25,25,37,25,121,6,51,6,1
22,0,32,13,0,13,1699,475,25,25,37,25,121,6,51,6,1
17,1,54,13,0,13,1728,475,25,25,37,25,121,6,51,6,1
4,3,42,13,0,13,2630,475,25,25,37,25,121,6,51,6,1
1,0,39,13,0,13,3140,475,25,25,37,25,121,6,51,6,1
3,2,41,13,0,13,3140,475,25,25,37,25,121,6,51,6,1
26,2,34,13,0,13,4124,475,25,25,37,25,121,6,51,6,1
2,1,40,13,0,13,4211,475,25,25,37,25,121,6,51,6,1
16,0,53,10,5,10,612,478,25,25,37,25,121,6,51,6,1
7,6,45,13,0,13,546,519,25,25,37,25,121,6,51,6,1
20,4,57,13,0,13,614,519,25,25,37,25,121,6,51,6,1
23,6,59,13,0,13,685,519,25,25,37,25,121,6,51,6,1
12,3,49,13,0,13,1448,519,25,25,37,25,121,6,51,6,1
10,2,48,13,0,13,1634,519,25,25,37,25,121,6,51,6,1
15,6,52,13,0,13,1665,519,25,25,37,25,121,6,51,6,1
30,6,38,13,0,13,3356,519,25,25,37,25,121,6,51,6,1
11,6,31,13,0,13,3392,519,25,25,37,25,121,6,51,6,1
9,1,47,13,0,13,4008,519,25,25,37,25,121,6,51,6,1
8,0,46,13,0,13,4108,519,25,25,37,25,121,6,51,6,1
17,1,54,13,0,13,518,524,25,25,37,25,121,6,51,6,1
16,0,53,13,0,13,4189,524,25,25,37,25,121,6,51,6,1
26,2,34,11,7,11,36,527,25,25,37,25,121,6,51,6,1
3,2,41,11,7,11,91,527,25,25,37,25,121,6,51,6,1
17,1,54,13,0,13,1741,529,25,25,37,25,121,6,51,6,1
16,0,53,13,0,13,2946,529,25,25,37,25,121,6,51,6,1
2,1,40,11,7,11,389,536,25,25,37,25,121,6,51,6,1
24,0,60,10,5,10,640,546,25,25,37,25,121,6,51,6,1
5,4,43,11,7,11,279,565,25,25,37,25,121,6,51,6,1
13,4,50,11,7,11,283,565,25,25,37,25,121,6,51,6,1
6,5,44,11,7,11,298,565,25,25,37,25,121,6,51,6,1
1,0,39,11,7,11,315,565,25,25,37,25,121,6,51,6,1
18,2,55,11,7,11,315,565,25,25,37,25,121,6,51,6,1
24,0,60,11,7,11,334,565,25,25,37,25,121,6,51,6,1
9,1,47,11,7,11,372,565,25,25,37,25,121,6,51,6,1
17,1,54,11,7,11,382,565,25,25,37,25,121,6,51,6,1
3,2,41,11,7,11,387,565,25,25,37,25,121,6,51,6,1
26,2,34,11,7,11,389,565,25,25,37,25,121,6,51,6,1
8,0,46,11,7,11,393,565,25,25,37,25,121,6,51,6,1
21,5,58,11,7,11,397,565,25,25,37,25,121,6,51,6,1
0,5,30,11,7,11,408,565,25,25,37,25,121,6,51,6,1
22,0,32,11,7,11,411,565,25,25,37,25,121,6,51,6,1
10,2,48,11,7,11,411,565,25,25,37,25,121,6,51,6,1
11,6,31,11,7,11,423,565,25,25,37,25,121,6,51,6,1
16,0,53,11,7,11,430,565,25,25,37,25,121,6,51,6,1
29,5,37,11,7,11,2035,565,25,25,37,25,121,6,51,6,1
12,3,49,11,7,11,2126,565,25,25,37,25,121,6,51,6,1
25,1,33,11,7,11,2138,565,25,25,37,25,121,6,51,6,1
27,3,35,11,7,11,2138,565,25,25,37,25,121,6,51,6,1
14,5,51,11,7,11,2138,565,25,25,37,25,121,6,51,6,1
4,3,42,11,7,11,2144,565,25,25,37,25,121,6,51,6,1
28,4,36,11,7,11,2149,565,25,25,37,25,121,6,51,6,1
20,4,57,11,7,11,2154,565,25,25,37,25,121,6,51,6,1
26,2,34,10,5,10,192,567,25,25,37,25,121,6,51,6,1
3,2,41,10,5,10,3115,567,25,25,37,25,121,6,51,6,1
12,3,49,11,7,11,3025,574,25,25,37,25,121,6,51,6,1
14,5,51,11,7,11,3156,574,25,25,37,25,121,6,51,6,1
13,4,50,11,7,11,3165,574,25,25,37,25,121,6,51,6,1
10,2,48,11,7,11,3192,574,25,25,37,25,121,6,51,6,1
15,6,52,0,3,0,1204,583,25,25,37,25,121,6,51,6,1
28,4,36,0,3,0,1205,583,25,25,37,25,121,6,51,6,1
14,5,51,0,3,0,1205,583,25,25,37,25,121,6,51,6,1
3,2,41,0,3,0,1206,583,25,25,37,25,121,6,51,6,1
17,1,54,0,3,0,1250,583,25,25,37,25,121,6,51,6,1
2,1,40,0,3,0,1255,583,25,25,37,25,121,6,51,6,1
10,2,48,0,3,0,1264,583,25,25,37,25,121,6,51,6,1
29,5,37,0,3,0,1282,583,25,25,37,25,121,6,51,6,1
22,0,32,0,3,0,1283,583,25,25,37,25,121,6,51,6,1
13,4,50,0,3,0,1288,583,25,25,37,25,121,6,51,6,1
6,5,44,0,3,0,1291,583,25,25,37,25,121,6,51,6,1
8,0,46,0,3,0,1294,583,25,25,37,25,121,6,51,6,1
5,4,43,0,3,0,1299,583,25,25,37,25,121,6,51,6,1
9,1,47,0,3,0,1304,583,25,25,37,25,121,6,51,6,1
26,2,34,0,3,0,1311,583,25,25,37,25,121,6,51,6,1
1,0,39,0,3,0,1316,583,25,25,37,25,121,6,51,6,1
18,2,55,0,3,0,1321,583,25,25,37,25,121,6,51,6,1
12,3,49,0,3,0,1322,583,25,25,37,25,121,6,51,6,1
25,1,33,0,3,0,1330,583,25,25,37,25,121,6,51,6,1
7,6,45,0,3,0,1334,583,25,25,37,25,121,6,51,6,1
16,0,53,0,3,0,1334,583,25,25,37,25,121,6,51,6,1
24,0,60,0,3,0,1354,583,25,25,37,25,121,6,51,6,1
20,4,57,0,3,0,1363,583,25,25,37,25,121,6,51,6,1
27,3,35,0,3,0,1365,583,25,25,37,25,121,6,51,6,1
23,6,59,0,3,0,1372,583,25,25,37,25,121,6,51,6,1
4,3,42,0,3,0,1374,583,25,25,37,25,121,6,51,6,1
11,6,31,0,3,0,1376,583,25,25,37,25,121,6,51,6,1
30,6,38,0,3,0,1378,583,25,25,37,25,121,6,51,6,1
19,3,56,0,3,0,1391,583,25,25,37,25,121,6,51,6,1
0,5,30,0,3,0,1392,583,25,25,37,25,121,6,51,6,1
21,5,58,0,3,0,1394,583,25,25,37,25,121,6,51,6,1
11,6,31,13,0,13,675,603,25,25,37,25,121,6,51,6,1
12,3,49,13,0,13,1002,603,25,25,37,25,121,6,51,6,1
15,6,52,13,0,13,1402,603,25,25,37,25,121,6,51,6,1
9,1,47,13,0,13,1486,603,25,25,37,25,121,6,51,6,1
23,6,59,13,0,13,1703,603,25,25,37,25,121,6,51,6,1
10,2,48,13,0,13,2483,603,25,25,37,25,121,6,51,6,1
30,6,38,13,0,13,2995,603,25,25,37,25,121,6,51,6,1
20,4,57,13,0,13,3078,603,25,25,37,25,121,6,51,6,1
7,6,45,13,0,13,3158,603,25,25,37,25,121,6,51,6,1
8,0,46,13,0,13,4243,603,25,25,37,25,121,6,51,6,1
0,5,30,13,0,13,701,617,25,25,37,25,121,6,51,6,1
29,5,37,13,0,13,1410,617,25,25,37,25,121,6,51,6,1
6,5,44,13,0,13,1612,617,25,25,37,25,121,6,51,6,1
21,5,58,13,0,13,4205,617,25,25,37,25,121,6,51,6,1
8,0,46,13,0,13,1402,622,25,25,37,25,121,6,51,6,1
9,1,47,13,0,13,1576,622,25,25,37,25,121,6,51,6,1
12,3,49,13,0,13,1692,622,25,25,37,25,121,6,51,6,1
10,2,48,13,0,13,1754,622,25,25,37,25,121,6,51,6,1
20,4,57,13,0,13,4050,622,25,25,37,25,121,6,51,6,1
7,6,45,0,3,0,1205,645,25,25,37,25,121,6,51,6,1
3,2,41,0,3,0,1220,645,25,25,37,25,121,6,51,6,1
12,3,49,0,3,0,1238,645,25,25,37,25,121,6,51,6,1
8,0,46,0,3,0,1243,645,25,25,37,25,121,6,51,6,1
28,4,36,0,3,0,1253,645,25,25,37,25,121,6,51,6,1
13,4,50,0,3,0,1254,645,25,25,37,25,121,6,51,6,1
16,0,53,0,3,0,1255,645,25,25,37,25,121,6,51,6,1
19,3,56,0,3,0,1282,645,25,25,37,25,121,6,51,6,1
30,6,38,0,3,0,1283,645,25,25,37,25,121,6,51,6,1
27,3,35,0,3,0,1296,645,25,25,37,25,121,6,51,6,1
26,2,34,0,3,0,1297,645,25,25,37,25,121,6,51,6,1
2,1,40,0,3,0,1300,645,25,25,37,25,121,6,51,6,1
14,5,51,0,3,0,1302,645,25,25,37,25,121,6,51,6,1
25,1,33,0,3,0,1304,645,25,25,37,25,121,6,51,6,1
20,4,57,0,3,0,1319,645,25,25,37,25,121,6,51,6,1
18,2,55,0,3,0,1320,645,25,25,37,25,121,6,51,6,1
17,1,54,0,3,0,1321,645,25,25,37,25,121,6,51,6,1
9,1,47,0,3,0,1341,645,25,25,37,25,121,6,51,6,1
1,0,39,0,3,0,1345,645,25,25,37,25,121,6,51,6,1
6,5,44,0,3,0,1346,645,25,25,37,25,121,6,51,6,1
29,5,37,0,3,0,1348,645,25,25,37,25,121,6,51,6,1
5,4,43,0,3,0,1354,645,25,25,37,25,121,6,51,6,1
23,6,59,0,3,0,1357,645,25,25,37,25,121,6,51,6,1
10,2,48,0,3,0,1368,645,25,25,37,25,121,6,51,6,1
0,5,30,0,3,0,1377,645,25,25,37,25,121,6,51,6,1
24,0,60,0,3,0,1380,645,25,25,37,25,121,6,51,6,1
22,0,32,0,3,0,1381,645,25,25,37,25,121,6,51,6,1
11,6,31,0,3,0,1385,645,25,25,37,25,121,6,51,6,1
